name,id,points_awarded,day,type
jam4bears,390403088722165762,50.0,2024-03-07,DURATION
kyboydigital,639283802308476970,50.0,2024-03-07,DURATION
Larry's Gym Bot,1191145890925260810,32.21916822222222,2024-03-08,ON TIME
dinkstar,353332394541187074,43.95459774074074,2024-03-08,ON TIME
bemno,369989877229682688,49.93093977777778,2024-03-08,ON TIME
kyboydigital,639283802308476970,49.991641296296294,2024-03-08,ON TIME
Larry's Gym Bot,1191145890925260810,0.3387822222222222,2024-03-08,DURATION
dinkstar,353332394541187074,50.0,2024-03-08,DURATION
bemno,369989877229682688,50.0,2024-03-08,DURATION
kyboydigital,639283802308476970,50.0,2024-03-08,DURATION
Larry's Gym Bot,1191145890925260810,32.21909488888889,2024-03-09,ON TIME
dinkstar,353332394541187074,49.8553127037037,2024-03-09,ON TIME
Larry's Gym Bot,1191145890925260810,0.4725013703703703,2024-03-09,DURATION
dinkstar,353332394541187074,50.0,2024-03-09,DURATION
Larry's Gym Bot,1191145890925260810,32.219692629629634,2024-03-12,ON TIME
dinkstar,353332394541187074,16.576055222222223,2024-03-12,ON TIME
jam4bears,390403088722165762,49.784173037037036,2024-03-12,ON TIME
kyboydigital,639283802308476970,49.935734259259256,2024-03-12,ON TIME
Larry's Gym Bot,1191145890925260810,0.35451866666666665,2024-03-12,DURATION
dinkstar,353332394541187074,50.0,2024-03-12,DURATION
jam4bears,390403088722165762,50.0,2024-03-12,DURATION
kyboydigital,639283802308476970,50.0,2024-03-12,DURATION
Larry's Gym Bot,1191145890925260810,32.21935285185185,2024-03-13,ON TIME
dinkstar,353332394541187074,49.881478333333334,2024-03-13,ON TIME
kyboydigital,639283802308476970,49.99756225925926,2024-03-13,ON TIME
Larry's Gym Bot,1191145890925260810,0.34099938888888887,2024-03-13,DURATION
dinkstar,353332394541187074,50.0,2024-03-13,DURATION
kyboydigital,639283802308476970,50.0,2024-03-13,DURATION
Larry's Gym Bot,1191145890925260810,32.21927888888889,2024-03-14,ON TIME
bemno,369989877229682688,37.131840814814815,2024-03-14,ON TIME
jam4bears,390403088722165762,32.91621651851852,2024-03-14,ON TIME
Larry's Gym Bot,1191145890925260810,0.8541359259259258,2024-03-14,DURATION
bemno,369989877229682688,50.0,2024-03-14,DURATION
jam4bears,390403088722165762,50.0,2024-03-14,DURATION
Larry's Gym Bot,1191145890925260810,32.219993888888894,2024-03-15,ON TIME
bemno,369989877229682688,0.0,2024-03-15,ON TIME
kyboydigital,639283802308476970,49.99442825925926,2024-03-15,ON TIME
Larry's Gym Bot,1191145890925260810,0.3496325925925926,2024-03-15,DURATION
bemno,369989877229682688,40.58996253703704,2024-03-15,DURATION
kyboydigital,639283802308476970,50.0,2024-03-15,DURATION
Larry's Gym Bot,1191145890925260810,32.21935666666667,2024-03-17,ON TIME
kyboydigital,639283802308476970,39.90180648148148,2024-03-17,ON TIME
Larry's Gym Bot,1191145890925260810,0.33189577777777773,2024-03-17,DURATION
kyboydigital,639283802308476970,50.0,2024-03-17,DURATION
Larry's Gym Bot,1191145890925260810,32.219154296296296,2024-03-18,ON TIME
dinkstar,353332394541187074,40.18642581481481,2024-03-18,ON TIME
Larry's Gym Bot,1191145890925260810,0.3741988703703703,2024-03-18,DURATION
dinkstar,353332394541187074,50.0,2024-03-18,DURATION
jam4bears,390403088722165762,21.36041266666667,2024-03-20,ON TIME
jam4bears,390403088722165762,27.064801925925924,2024-03-20,DURATION
Larry's Gym Bot,1191145890925260810,32.21825285185186,2024-03-21,ON TIME
kyboydigital,639283802308476970,49.989519074074074,2024-03-21,ON TIME
Larry's Gym Bot,1191145890925260810,0.34757662962962965,2024-03-21,DURATION
kyboydigital,639283802308476970,50.0,2024-03-21,DURATION
Larry's Gym Bot,1191145890925260810,32.21908388888889,2024-03-25,ON TIME
dinkstar,353332394541187074,45.012053333333334,2024-03-25,ON TIME
Larry's Gym Bot,1191145890925260810,0.353822462962963,2024-03-25,DURATION
dinkstar,353332394541187074,50.0,2024-03-25,DURATION
dinkstar,353332394541187074,42.22358125925926,2024-03-26,ON TIME
kyboydigital,639283802308476970,0.0,2024-03-26,ON TIME
dinkstar,353332394541187074,50.0,2024-03-26,DURATION
kyboydigital,639283802308476970,3.990342148148148,2024-03-26,DURATION
bemno,369989877229682688,0.0,2024-03-27,ON TIME
bemno,369989877229682688,35.20442555555556,2024-03-27,DURATION
Larry's Gym Bot,1191145890925260810,32.21848214814815,2024-03-28,ON TIME
dinkstar,353332394541187074,37.059786,2024-03-28,ON TIME
bemno,369989877229682688,37.921736592592595,2024-03-28,ON TIME
kyboydigital,639283802308476970,48.17261885185185,2024-03-28,ON TIME
Larry's Gym Bot,1191145890925260810,0.33891472222222224,2024-03-28,DURATION
dinkstar,353332394541187074,50.0,2024-03-28,DURATION
bemno,369989877229682688,50.0,2024-03-28,DURATION
kyboydigital,639283802308476970,50.0,2024-03-28,DURATION
Larry's Gym Bot,1191145890925260810,32.21952018518519,2024-03-29,ON TIME
bemno,369989877229682688,42.12226177777778,2024-03-29,ON TIME
kyboydigital,639283802308476970,49.99513640740741,2024-03-29,ON TIME
Larry's Gym Bot,1191145890925260810,0.3386575370370371,2024-03-29,DURATION
bemno,369989877229682688,50.0,2024-03-29,DURATION
kyboydigital,639283802308476970,1.750945888888889,2024-03-29,DURATION
Larry's Gym Bot,1191145890925260810,32.218400037037036,2024-03-30,ON TIME
dinkstar,353332394541187074,48.183295333333334,2024-03-30,ON TIME
Larry's Gym Bot,1191145890925260810,0.384693,2024-03-30,DURATION
dinkstar,353332394541187074,50.0,2024-03-30,DURATION
