name,id,time,channel,user_joined
jam4bears,390403088722165762,2024-01-10 07:03:50.111464,Larry's Gym,0
jam4bears,390403088722165762,2024-01-10 07:16:24.613035,Larry's Gym,1
jam4bears,390403088722165762,2024-01-10 07:16:26.053887,Larry's Gym,0
Larry's Gym Bot,1191145890925260810,2024-01-10 07:20:00.053465,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-10 07:20:34.876269,Larry's Gym,0
dinkstar,353332394541187074,2024-01-10 07:51:16.807956,Larry's Gym,0
jam4bears,390403088722165762,2024-01-10 07:51:20.739406,Larry's Gym,0
dinkstar,353332394541187074,2024-01-11 07:00:11.294304,Larry's Gym,0
dinkstar,353332394541187074,2024-01-11 07:00:14.960599,Larry's Gym,1
dinkstar,353332394541187074,2024-01-11 07:00:16.930675,Larry's Gym,1
dinkstar,353332394541187074,2024-01-11 07:00:18.160425,Larry's Gym,0
dinkstar,353332394541187074,2024-01-11 07:04:59.200398,Larry's Gym,1
dinkstar,353332394541187074,2024-01-11 07:05:00.165342,Larry's Gym,0
Larry's Gym Bot,1191145890925260810,2024-01-11 07:08:00.116682,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-11 07:08:37.202049,Larry's Gym,0
dinkstar,353332394541187074,2024-01-11 08:00:35.095181,Larry's Gym,0
jam4bears,390403088722165762,2024-01-12 07:00:00.591104,Larry's Gym,1
dinkstar,353332394541187074,2024-01-12 07:00:03.901422,Larry's Gym,0
dinkstar,353332394541187074,2024-01-12 07:00:05.631921,Larry's Gym,1
bemno,369989877229682688,2024-01-12 07:07:53.814687,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-12 07:08:00.102582,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-12 07:08:20.320541,Larry's Gym,0
jam4bears,390403088722165762,2024-01-12 07:34:58.777403,Larry's Gym,1
jam4bears,390403088722165762,2024-01-12 07:35:00.098199,Larry's Gym,0
jam4bears,390403088722165762,2024-01-12 07:36:33.186928,Larry's Gym,1
jam4bears,390403088722165762,2024-01-12 07:36:34.548054,Larry's Gym,0
bemno,369989877229682688,2024-01-12 07:57:41.862117,Larry's Gym,1
bemno,369989877229682688,2024-01-12 07:57:43.179628,Larry's Gym,0
jam4bears,390403088722165762,2024-01-12 07:58:57.669627,Larry's Gym,0
bemno,369989877229682688,2024-01-12 08:01:24.753151,Larry's Gym,0
dinkstar,353332394541187074,2024-01-12 08:01:26.044023,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 07:00:00.796009,Larry's Gym,1
shamupete,291432557625606144,2024-01-13 07:00:02.213955,Larry's Gym,1
bemno,369989877229682688,2024-01-13 07:02:01.623850,Larry's Gym,1
shmeg.,163854339683647492,2024-01-13 07:02:18.915818,Larry's Gym,1
shmeg.,163854339683647492,2024-01-13 07:02:20.726007,Larry's Gym,0
Larry's Gym Bot,1191145890925260810,2024-01-13 07:08:00.082534,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-13 07:08:38.286744,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 07:28:51.423593,Larry's Gym,1
dinkstar,353332394541187074,2024-01-13 07:28:52.861871,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 07:30:13.806267,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 07:30:36.746423,Larry's Gym,1
shmeg.,163854339683647492,2024-01-13 07:45:28.809299,Larry's Gym,0
bemno,369989877229682688,2024-01-13 07:45:50.496088,Larry's Gym,1
shmeg.,163854339683647492,2024-01-13 07:45:51.595364,Larry's Gym,1
bemno,369989877229682688,2024-01-13 07:45:52.401093,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 07:56:38.231744,Larry's Gym,1
dinkstar,353332394541187074,2024-01-13 07:56:39.318302,Larry's Gym,0
shmeg.,163854339683647492,2024-01-13 08:31:26.423172,Larry's Gym,0
bemno,369989877229682688,2024-01-13 08:31:27.619492,Larry's Gym,0
shamupete,291432557625606144,2024-01-13 08:31:28.748234,Larry's Gym,0
dinkstar,353332394541187074,2024-01-13 08:31:29.933150,Larry's Gym,0
shamupete,291432557625606144,2024-01-14 07:00:09.694591,Larry's Gym,0
shamupete,291432557625606144,2024-01-14 07:00:11.493415,Larry's Gym,1
shmeg.,163854339683647492,2024-01-14 07:01:43.595407,Larry's Gym,0
shmeg.,163854339683647492,2024-01-14 07:01:47.798147,Larry's Gym,1
bemno,369989877229682688,2024-01-14 07:02:56.283947,Larry's Gym,1
dinkstar,353332394541187074,2024-01-14 07:03:44.985421,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-14 07:08:00.047885,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-14 07:09:23.800204,Larry's Gym,0
dinkstar,353332394541187074,2024-01-14 07:47:00.301551,Larry's Gym,1
dinkstar,353332394541187074,2024-01-14 07:47:01.335288,Larry's Gym,0
dinkstar,353332394541187074,2024-01-14 07:49:31.375515,Larry's Gym,1
dinkstar,353332394541187074,2024-01-14 07:49:32.386093,Larry's Gym,1
dinkstar,353332394541187074,2024-01-14 07:49:33.273098,Larry's Gym,0
dinkstar,353332394541187074,2024-01-14 07:49:33.975089,Larry's Gym,0
shmeg.,163854339683647492,2024-01-14 07:57:35.389903,Larry's Gym,0
bemno,369989877229682688,2024-01-14 07:58:08.147909,Larry's Gym,0
shamupete,291432557625606144,2024-01-14 08:00:34.216048,Larry's Gym,0
dinkstar,353332394541187074,2024-01-14 08:00:35.269543,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:00:00.267352,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:00:01.900351,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:01:40.380004,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:01:42.084144,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:01:43.738044,Larry's Gym,0
jam4bears,390403088722165762,2024-01-15 07:01:44.949602,Larry's Gym,0
dinkstar,353332394541187074,2024-01-15 07:07:48.938511,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-15 07:08:00.074501,Larry's Gym,1
shmeg.,163854339683647492,2024-01-15 07:09:03.839942,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:09:06.786488,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-15 07:09:26.673971,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:09:35.704831,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:09:49.072311,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:10:07.727942,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:10:08.890724,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:10:14.089796,Larry's Gym,0
jam4bears,390403088722165762,2024-01-15 07:10:56.794184,Larry's Gym,1
jam4bears,390403088722165762,2024-01-15 07:11:01.837310,Larry's Gym,0
shmeg.,163854339683647492,2024-01-15 07:12:17.398519,Larry's Gym,1
shmeg.,163854339683647492,2024-01-15 07:57:31.427233,Larry's Gym,0
jam4bears,390403088722165762,2024-01-15 07:57:33.575802,Larry's Gym,0
dinkstar,353332394541187074,2024-01-15 07:57:38.258557,Larry's Gym,0
dinkstar,353332394541187074,2024-01-16 07:00:00.671822,Larry's Gym,1
jam4bears,390403088722165762,2024-01-16 07:04:32.291475,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-16 07:04:35.785213,Larry's Gym,1
bemno,369989877229682688,2024-01-16 07:07:24.004089,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-16 07:08:00.062942,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-16 07:08:36.029247,Larry's Gym,0
bemno,369989877229682688,2024-01-16 07:10:00.122685,Larry's Gym,0
bemno,369989877229682688,2024-01-16 07:10:02.040163,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-16 07:11:57.060006,Larry's Gym,0
dinkstar,353332394541187074,2024-01-16 07:12:27.841170,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-16 07:12:36.852647,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-16 07:13:01.494372,Larry's Gym,0
jam4bears,390403088722165762,2024-01-16 07:13:12.761114,Larry's Gym,1
jam4bears,390403088722165762,2024-01-16 07:13:13.898051,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-16 07:13:47.056180,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-16 07:13:59.709387,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-16 07:14:03.210648,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-16 07:14:20.422392,Larry's Gym,0
jam4bears,390403088722165762,2024-01-16 07:15:32.731989,Larry's Gym,1
jam4bears,390403088722165762,2024-01-16 07:15:33.801340,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-16 07:17:49.014861,Larry's Gym,1
bemno,369989877229682688,2024-01-16 07:55:14.114111,Larry's Gym,1
bemno,369989877229682688,2024-01-16 07:55:15.624253,Larry's Gym,0
bemno,369989877229682688,2024-01-16 08:03:34.605153,Larry's Gym,0
jam4bears,390403088722165762,2024-01-16 08:03:38.271266,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-16 08:03:40.428957,Larry's Gym,0
jam4bears,390403088722165762,2024-01-17 07:00:00.472148,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-17 07:00:01.799462,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-17 07:08:00.048989,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-17 07:08:21.493668,Larry's Gym,0
jam4bears,390403088722165762,2024-01-17 08:08:36.451369,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-17 08:08:40.260982,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:00:02.972047,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:00:04.749173,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-18 07:00:05.686580,Larry's Gym,0
bemno,369989877229682688,2024-01-18 07:00:06.647689,Larry's Gym,0
bemno,369989877229682688,2024-01-18 07:00:07.841852,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:00:08.941865,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-18 07:00:09.907538,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:01:11.699197,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:01:12.880898,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:01:14.339942,Larry's Gym,0
jam4bears,390403088722165762,2024-01-18 07:01:15.412443,Larry's Gym,0
jam4bears,390403088722165762,2024-01-18 07:01:35.758384,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:01:37.345752,Larry's Gym,0
jam4bears,390403088722165762,2024-01-18 07:02:18.221382,Larry's Gym,1
jam4bears,390403088722165762,2024-01-18 07:02:19.627004,Larry's Gym,0
Larry's Gym Bot,1191145890925260810,2024-01-18 07:08:00.065134,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-18 07:08:26.348426,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:15:51.939976,Larry's Gym,1
dinkstar,353332394541187074,2024-01-18 07:15:53.454854,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:17:01.473817,Larry's Gym,1
dinkstar,353332394541187074,2024-01-18 07:17:02.589944,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:28:31.831747,Larry's Gym,1
dinkstar,353332394541187074,2024-01-18 07:28:33.373896,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 07:29:05.352889,Larry's Gym,1
dinkstar,353332394541187074,2024-01-18 07:29:06.531462,Larry's Gym,0
bemno,369989877229682688,2024-01-18 07:39:56.830501,Larry's Gym,1
bemno,369989877229682688,2024-01-18 07:39:58.234844,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-18 08:07:40.243714,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-18 08:07:41.477399,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-18 08:08:31.722592,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-18 08:08:33.298837,Larry's Gym,0
jam4bears,390403088722165762,2024-01-18 08:10:25.945021,Larry's Gym,0
bemno,369989877229682688,2024-01-18 08:10:26.964813,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-18 08:10:28.739036,Larry's Gym,0
dinkstar,353332394541187074,2024-01-18 08:10:40.427334,Larry's Gym,0
bemno,369989877229682688,2024-01-19 07:00:00.374005,Larry's Gym,1
dinkstar,353332394541187074,2024-01-19 07:00:02.069378,Larry's Gym,1
jam4bears,390403088722165762,2024-01-19 07:00:03.236658,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-19 07:00:04.316546,Larry's Gym,1
kyboydigital,639283802308476970,2024-01-19 07:00:05.464904,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-19 07:00:07.170994,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-19 07:08:00.107086,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-19 07:09:59.186519,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:11:57.350971,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:12:59.044671,Larry's Gym,1
jam4bears,390403088722165762,2024-01-19 07:18:26.605972,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:19:14.998513,Larry's Gym,1
bemno,369989877229682688,2024-01-19 07:40:23.863849,Larry's Gym,1
bemno,369989877229682688,2024-01-19 07:40:25.017149,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:42:50.120142,Larry's Gym,1
jam4bears,390403088722165762,2024-01-19 07:42:51.367510,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:45:04.276012,Larry's Gym,1
jam4bears,390403088722165762,2024-01-19 07:45:05.463765,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:50:30.650510,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:54:23.716644,Larry's Gym,1
bemno,369989877229682688,2024-01-19 07:57:11.067980,Larry's Gym,0
jam4bears,390403088722165762,2024-01-19 07:57:12.259828,Larry's Gym,0
kyboydigital,639283802308476970,2024-01-19 07:57:13.056945,Larry's Gym,0
dinkstar,353332394541187074,2024-01-19 07:57:14.783927,Larry's Gym,0
shmeg.,163854339683647492,2024-01-20 07:00:00.378315,Larry's Gym,1
bemno,369989877229682688,2024-01-20 07:02:20.789230,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-20 07:08:00.066498,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-20 07:09:09.149425,Larry's Gym,0
bemno,369989877229682688,2024-01-20 07:45:26.803909,Larry's Gym,1
bemno,369989877229682688,2024-01-20 07:45:27.877448,Larry's Gym,0
bemno,369989877229682688,2024-01-20 08:09:51.978933,Larry's Gym,0
shmeg.,163854339683647492,2024-01-20 08:09:54.770636,Larry's Gym,0
jam4bears,390403088722165762,2024-01-22 07:00:00.272800,Larry's Gym,1
dinkstar,353332394541187074,2024-01-22 07:00:02.424950,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 07:00:04.158120,Larry's Gym,1
jam4bears,390403088722165762,2024-01-22 07:06:57.265642,Larry's Gym,0
jam4bears,390403088722165762,2024-01-22 07:07:03.456630,Larry's Gym,1
jam4bears,390403088722165762,2024-01-22 07:07:17.187019,Larry's Gym,0
jam4bears,390403088722165762,2024-01-22 07:07:26.457444,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-22 07:08:00.077047,Larry's Gym,1
Larry's Gym Bot,1191145890925260810,2024-01-22 07:09:40.163399,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 07:16:41.448798,Larry's Gym,1
dinkstar,353332394541187074,2024-01-22 07:16:43.094687,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 07:18:06.896273,Larry's Gym,1
dinkstar,353332394541187074,2024-01-22 07:18:08.652032,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 07:29:30.564434,Larry's Gym,1
dinkstar,353332394541187074,2024-01-22 07:29:32.058063,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 07:30:28.480515,Larry's Gym,1
dinkstar,353332394541187074,2024-01-22 07:30:30.861204,Larry's Gym,0
dinkstar,353332394541187074,2024-01-22 08:29:39.454674,Larry's Gym,0
jam4bears,390403088722165762,2024-01-22 08:29:45.557867,Larry's Gym,0
dinkstar,353332394541187074,2024-01-23 07:00:00.189884,Larry's Gym,1
bemno,369989877229682688,2024-01-23 07:00:52.033922,Larry's Gym,1
jam4bears,390403088722165762,2024-01-23 07:00:53.562027,Larry's Gym,1
